Raúl Vates
Federico Mannini
Il-lok Yun
João Tomás
Rodrigo
Samu Saiz
Thomas Pledl
Billel Omrani
Tomasz Bobel
Ramon Azeez
Raúl Meireles
Olarenwaju Kayode
Alexander Viveros
Kenneth Omeruo
Ogenyi Onazi
Mehdi Bourabia
Serge Nyuiadzi
Jesse Joronen
Roberto Firmino
Ricardo Sousa
Timo Ochs
Jere Uronen
Najib Ammari
Ziri Hammar
Iván González
Kevin Lasagna
Ross Barkley
Bertrand Traoré
Tomas Rosicky
Tomasz Kuszczak
Jonny Mosquera
Fadil Sido
Baba Tchagouni
Ryan Connor
Harry Kane
Jermaine Jones
Ricardo Rocha
Chris Coleman
Alex
Hélder Cristóvão
Mustafa Durak
José Moreira
João Pereira
Armando Sá
Matty Kennedy
Argel Fuchs
João Carlos Teixeira
Tiago Gomes
Jurado
Miguel
Martin Amedick
Denis Streker
Nabil Abidallah
Alun Armstrong
Warren Barton
Darren Bent
Benjamin Finke
Chris Brown
Finidi George
Dolly Menga
Pablo Couñago
Phil Gulliver
Ulrich Le Pen
Richard Logan
Chris Makin
Andy Marshall
John McGreal
Tommy Miller
Richard Naylor
Jin-su Kim
James Pullen
Mark Venus
Fabian Wilnis
Jermaine Wright
Samir Beloufa
Alou Diarra
Toni Brogno
Daniel Kofi Agyei
Tommaso Barbetta
Anthony Loustallot
Fabio Morena
Aday Benítez
Jörg Sauerland
Robert Vujevic
Tosin Dosunmu
Steve Dugardein
Syam Ben Youssef
Felipe Gutiérrez
Kevin Kuranyi
Marten de Roon
Amir Karic
Justin Miller
Billy Knott
Francesco Checcucci
Heiner Backhaus
Luigi Pieroni
Steven Cherundolo
Lewis Price
Brian Priske
Martijn Reuser
Babacar N'Diaye
Bernd Thijs
Cheriffe Maman-Touré
Patrick Mainka
Edgar Méndez
Pedro Reyes
Phil Ofosu-Ayeh
Marco Burato
Davide Negretti
Lucas Finazzi
Matteo Lignani
Marcin Zewlakow
Didier Zokora
Chris Kanu
Areias
Alex Ortobelli
Mario D'Urso
Lorenzo Insigne
Jamie Ashdown
Eduardo Wilson
Raffaele Rosato
Sandro Cois
Jan Derek Sørensen
Leigh Bromby
Steve Brown
Éric Decroix
Daniel Orozco
Óscar Tena
Derek Geary
Raoul Loé
James Harper
Grant Holt
Graeme Murty
Emanuele Morini
Robbie Mustoe
John Salako
Nicky Shorey
Steve Sidwell
Dan Burn
Julian Jeanvier
Jérémy Obin
Jayden Stockley
Danny Ings
Olivier Ponsdesserre
Vincent Acapandié
Kévin Malaga
Aliyu Datti
Andrea Tabanelli
Roberto Bisconti
Filippo Lombardi
Paul Boertien
Adam Bolder
Tyler Blackett
Robbie Cotton
Matthias Fanimo
Nick Powell
Raheem Sterling
Blair Turgott
Lee Camp
Fabián Carini
Jurgen Cavens
John Dunleavy
Robert Cue
Almami Moreira
Ibrahima Balde
Nathan Doyle
Ivica Dragutinovic
Steve Elliott
Joseph Enakarhire
Lee Grant
Lee Holmes
Tom Huddlestone
Omar Bogle
Lewis Hunt
Richard Jackson
Youl Mawéné
Billy Ketkeophomphone
Lee Morris
Andy Oakes
Bjørn Helge Riise
Gonzalo Sorondo
Daniele Baselli
Luigi Falcone
Marcus Tudgay
Jesé
Andrea La Mantia
Miroslav Stevic
Luciano Zavagno
Pedrito
André Carrillo
Chris Armstrong
Leighton Baines
Matthias Strohmaier
Michael Brown
Jimmy Bullard
Tom Eaves
Nathan Ellington
John Filan
Kevan Hurst
Matt Jackson
Phil Jagielka
Riza Durmisi
Kenneth Zohore
Patrick Olsen
Steve Kabba
Paddy Kenny
Rob Kozluk
Steve McMillan
Nick Montgomery
Chris Morgan
Fabian Schär
Ian Ross
Gary Teale
Michael Tonge
Gary Walsh
Lindsay Rose
Youssouf Sabaly
Tim Cahill
Leonardo Melazzi
Clive Clarke
Thiago Mendes
John Eustace
Reiner Plaßhenrich
Ben Foster
Simon Francis
Luca Lezzerini
Pierrick Cros
Andy Gray
Michael Habryka
Karl Henry
Clint Hill
Manuel Lanzini
Zeljko Cicovic
Paul Ifill
Ibrahim Tanko
Yuriy Yakovenko
Simone Calvano
Dario Cascione
Giovanni Cristofari
Paolo Dametto
Elio De Silvestro
Nicola Leali
Matteo Liviero
Simone Magnaghi
Giacomo Mazzi
Andrea Romanò
Giuseppe Santoro
Andrea Schiavone
Matteo Solini
Darren Ward
Armando Vajushi
Andy Wilkinson
Håvard Nielsen
Dariusz Zuraw
Christian Wetklo
Gerrit Wegkamp
George Williams
Dennis Probst
Kelvin Davis
Daniel Bentley
Kadeem Harris
Vasilios Karagounis
Charalampos Lykogiannis
Samba Diakité
Carlos Carbonero
Papy Djilobodji
Charalampos Mavrias
Jörg Stiel
Steve Beleck
Guy Demel
Dean Whitehead
Thomas Bröker
Roda Antar
Christian Wörns
Matias Cenci
Federico Maccarone
Mile Bozic
Elia Pellegrini
Erik Nevland
Luigi Rana
Madjid Adjaoud
Alex Wynter
Cedrick
Clarke Carlisle
Alejandro Arribas
Thorsten Burkhardt
Borja Navarro
Abdou Dampha
Hüzeyfe Doğan
Martin Rowlands
Danny Shittu
Thorsten Wittek
Ibrahima Faye
Sadio Diallo
Gaby Mudingayi
Mathieu Verschuère
Manuel Arroyo
Okay Yokuşlu
Yacine Bezzaz
Sverrir Ingi Ingason
Jason Davidson
Frédéric Danjou
Óscar García
Juanfri
Milan Martinovic
Miguel Ángel Guerrero
Stéphane Maurel
Dalibor Mitrovic
Marçal
Abderaouf Zarabi
Chris Black
Jacques Leglib
Lee Cook
Romain Amalfitano
Jimmy Burgho
Dougie Freedman
Danny Granville
Jan Männer
Dean Holdsworth
Romain Wingerter
Craig James
Zakaria Diallo
Grant Leadbitter
Gavin Mahon
Scott McDonald
Benjamin Schwehr
Neil Shipperley
Rod Wallace
Christophe Kerbrat
Julien Berthomier
Loïc Gagnon
Haris Belkebla
Carmine Biagio Gatti
Marcos Paulo
Fernando Vaz
Dill
Mustafa Amini
Maik Franz
Gino Peruzzi
Rocco D'Aiello
Riccardo Mengoni
David Añón
Mathias Autret
Beto
Anthony Guise
Christopher Maboulou
Vyacheslav Sokolov
Gabriel
Mika
Diego Lugano
Boris Tashchy
Francesco Grandolfo
Laurent Ciechelski
Jean-Jacques Ebentsi
Cyril Ndiba
Marius Niculae
Gérald Baticle
Mohamed Bradja
Tarik Oulida
Fabrice Viau
Jakob Haugaard
Facundo Quiroga
Fábio Santos
Ivan Buonocunto
Rosario Licata
Dusan Petkovic
Marius Baciu
Alcaly Camara
Pape Camara
Sébastien Gimenez
Sammy Traoré
Oumar Bakari
Serge Dié
Wojciech Pawlowski
Georges Ba
Éric Roy
Marcel Rozgonyi
Mauro Calvi
Luka Krajnc
Michael Mifsud
Chengdong Zhang
Álvaro Arroyo
Ricardo
Damian Tixier
Zé António
Zé Castro
Alpaslan Öztürk
Ákos Buzsáky
Marcão
Pablo Alcolea
Francisco Portillo
Andrea Pozzato
Samon Reider Rodríguez
Hilário
Daniel Carvajal
Sergio Álvarez
Mohamed Larbi
Neto Pereira
Collin Benjamin
Mickaël Le Bihan
Hussein Yasser
Francesco Giorgetti
Claiton
Petit
Osarimen Ebagua
Achraf Lazaar
Pietro Tripoli
John Oster
Simon Ramsden
Virgil van Dijk
Denis André Dasoul
Fabien Louedec
Luca Zander
Nicolas Pallois
Fodie Traoré
Férébory Doré
Erhan Albayrak
Loris Damonte
Raffaele Pucino
Alessio Arfè
Paulo Oliveira
Zied Jaziri
Stjepan Tomas
Bruma
Colin McMenamin
Raúl Carnero
Dani Rodríguez
Rodrigo Alborno
José Núñez
Leandro Damião
Enner Valencia
Basty Kyeremateng
Ignacio Lores Varela
Nicola Ferrari
Luca Bretti
Ewerthon
Guilherme
Nicolò Galli
Nello Gambi
Ledian Memushaj
Giuseppe Saraò
Marco Negri
Pena
Michael Owen
Nicolò Manfredini
Ashkan Dejagah
Joël Tchami
Patrick Agyemang
Graham Alexander
Diego Benito
Tomás Pina
Aleksandar Katai
Tommy Black
Marco Vesi
Gary Borrowdale
Marlon Broomes
Emanuel Herrera
Wayne Brown
Danny Butterfield
Vratislav Lokvenc
Brasília
Alec Chamberlain
Richard Cresswell
Andrew Crofts
Lance Cronin
Claude Davis
Shaun Derry
Lloyd Doyley
Matteo Deinite
Armando Sadiku
Pietro Balistreri
Marco Stier
Luigi Scotto
Radoslav Kirilov
Dickson Etuhu
Mauro Coppini
Davide Moi
Fernando Aristeguieta
Matty Fryatt
Lucas Chiaretti
Ricardo Fuller
Nicola Donato
Mauro Sosi
Kévin Vinetot
Ryan Fredericks
Benjamin Lauth
Ladislav Krejci
David Healy
Michael Hughes
Taribo West
Albert Jarrett
Andy Johnson
Marlon King
Marc Zellweger
Richard Lee
Mikele Leigertwood
Antonio Di Matteo
Luca Gentili
Lei Wu
Andy Lonergan
Chris Lucketti
Jobi McAnuff
Anthony McNamee
Florentin Pogba
Tyrone Mears
Hayden Mullins
Nyron Nosworthy
Raffaele Maiello
Michael Odibe
Vinícius Fedrigo Dall'Agnol
Josip Drmic
Anthony Popovic
Darren Powell
Morten Berre
Nigel Reo-Coker
Aki Riihilahti
Paul Robinson
Francesco Scotti
Wayne Routledge
Johan Larsson
Mamady Sidibé
Davor Suker
Nicky Southall
Danilo Avelar
Daniel Bessa
Yannick Carrasco
Anthony Limbombe
Jordan Lukaku
Davy Roef
Ben Watson
Ashley Young
Kingsley Francis-Reynolds
Roudolphe Douala
Tibor Cica
Ian Feuer
Danilo Pereira
Eduardo Oliveira
João Paulo
Chaínho
Bino
Oxence Mbani
Cécil Filanckembo
Pepe
Cameron Gayle
Sam Mantom
Liam O'Neil
Kemar Roofe
Michael Rundio
Steffen Kocholl
Rohan Ince
George Saville
Tommy Svindal Larsen
David Wright
Larnell Cole
Michele Fornasier
Zeki Fryers
Jesse Lingard
Dean Ashton
Cheick Touré
Guillem Truyols
Luke Varney
David Vaughan
Kara Mbodj
Rob Lee
José Carlos Álvarez
Borja Docal
Cristian Tello
Álvaro Vázquez
David Noble
Henri Antchouet
Rigobert Song
Eliseu
Gonçalo Brandão
Hélder Rosário
Márcio Borges
Felipe Alfonso
Sergi Darder
Marcelo Djaló
Guillermo Fernández
Pablo Hervías
Pelé
Omar Mascarell
Adrián Ortolá
Oumar Sané
Otto Fredrikson
Fernando Correa
Jovan Stankovic
Denis Boshnjaku
Dario Kresic
Joel Johnson
Kim Christensen
Aaron Lennon
Fernando Ávalos
Anthony Ujah
Lars Jacobsen
Willy Boly
Philtzgerald Mbaka
Olivier Vannucci
Mathías Abero
Mark Gillespie
Diego Klimowicz
Raúl Navas
José Ruiz
Paulo Assunção
Ricardo Esteves
Rossato
Antolín Alcaraz
Cacau
Ludovic Magnin
André Bikey
Callum Morris
Mike Hanke
Fabian Lamotte
Aleksandar Trajkovski
Gaspar
Stefano Scognamillo
Thomas Rytter
Stefan Mitrovic
Damjan Djokovic
Joselu Moreno
Dino Martinovic
Bernardo Romeo
Melvyn Lorenzen
Fernando Meira
Krisztián Adorján
Marcos António
José Nunes
Alex Oxlade-Chamberlain
Matija Nastasic
Yannick Quesnel
Lucão
Pavel Kaderabek
Yaw Amankwa Mireku
Matías Vecino
Lee Lucas
Martí Riverola
Maximilian Philipp
Lorenzo Crocetti
Uwe Rösler
Leandro Trossard
Lorenzo Cecchi
Matías Dituro
Bartosz Bereszynski
Filip Trojan
Pantelis Hatzidiakos
Edoardo Grosso
Christian Poulsen
Lazar Markovic
Emanuel Michelotti
Alessio De Angelis
Cedric Mionnet
Diogo Campos
Saphir Taïder
Milos Antic
Charles Devineau
Khalid Souhayli
Lilian Laslandes
Benjamin Delin
Arnaud Paoli
Carlos Martins
Valon Berisha
Miguel Garcia
Pablo Contreras
Claude Fichaux
Stefan Lorenz
Pirmin Schwegler
Jonathan Aspas
Iago Bouzón
Nenad Lalatovic
Junior Tallo
Zvonimir Vukic
Tim Ream
Michael Clarkson
Lucas Dawson
Johnny Gorman
Sam Winnall
Thomas Doll
Quincy Owusu-Abeyie
Ryan Smith
Sven Andersson
Michel Gafour
Nicolas Cicut
Scott Carson
Jevrem Kosnic
Patrick Vaz
Afriyie Acquah
Karsten Bäron
Nicolás Castillo
Mauro Pucello
Dmytro Kovalenko
Danilo
Craig Conway
Eddy Heurlié
Sergio León
Trent Sainsbury
Borja Perea
Joaquín del Moral
Munas Dabbur
Diogo Salomão
Jon Flanagan
Wilfried Zaha
Loïc Marcone
Federico Palacios
Remi Mulumba
Giovanni Lavrendi
Zinédine Machach
Max Nawe
Hany Mukhtar
Raphael Framberger
Max Meyer
Nico Brandenburger
Anthony Syhre
Ervin Skela
Jasper Cillessen
Jetro Willems
Daniel Bogusz
Kieran McAnespie
Wataru Endo
Antoine Rabillard
Daniel Haas
Samir Carruthers
Luigi Monopoli
Anthony Forde
Björn Joppe
Conor Townsend
Simon Miotto
Tugrul Erat
Stuart Noble
Amidu Salifu
Sascha Siebert
Brent Rahim
Ronaldo
Alex Lodovisi
Andrea Barberis
George Baldock
Alexander Brunst
Gaetano Manno
Tomas Koubek
Luca Antei
Gianluca Caprari
Ryan Fraser
Alberto Brignoli
Majeed Waris
Daniele Messina
Kerim Frei
Wissam Ben Yedder
Peter Ankersen
Alexander Klitzpera
Perica Ognjenovic
Joel Untersee
Marco van Ginkel
Cédric Brunner
Michael Frey
Salim Khelifi
Yvon Mvogo
Kevin Tsimba
Yannick Nomède
Fran Vélez
José Izquierdo
Alberto Escassi
Albert Canal
Jeremy Dudziak
Dino Marino
Bruno Uvini
Tim Wiese
Alessandro Rinaldi
Don Cowie
Alexander Callens
Michaël Pereira
Louis Schaub
Vincent Aboubakar
Diego Rodríguez
Giuseppe Iuliano
Marc van Hintum
Lukas Zima
Sebastian Andersson
Kwame Nsor
Ciro De Cesare
Nicolas Isimat-Mirin
Nicolas Melet
Simon Lappin
Trond Ludvigsen
Alin Toșca
Florian Stritzel
Sven Mende
Lewis Dunk
Christophe Ferron
Marian Sarr
Matti Steinmann
Yohan Bouzin
Remo Freuler
Jeff Hendrick
Jens Jönsson
Christian Nørgaard
Divock Origi
Lasse Vigen
Abdoulay Diaby
Mohamed Salah
Nicolas Hislen
Jimmy Juan
Laurent Lanteri
Enej Jelenic
Jim Ablancourt
André Luiz
Andreas Ottl
Oliver Hampel
Amedeo Benedetti
Mattia Dal Bello
Clément Maury
Stefano Pastrello
Facundo Píriz
Cédric Chabert
Tomas Kalas
Naldo
Loïc Loval
Andrés Escobar
Jérôme Frétard
Jiri Skalak
Bruno Peres
Somália
Denis Berger
Jean-Marc Le Rouzic
Pierre Boya
Cédric Makiadi
Soma Novothny
Karsten Fischer
Francesco Marigliano
Stefano Tignonsini
Anicet Adjamossi
Sean Murray
Abdoulaye Barry
Frankie Sutherland
Saúl Ñíguez
Paul-Georges Ntep
Konstantinos Stafylidis
Elrio van Heerden
Sibusiso Zuma
Fidel
Emanuele Fonte
Anthony Knockaert
Thomas Vincensini
Ewerton
Julius Aghahowa
Paterson Chato
Oleksiy Belik
Milan Jovanovic
Bojan Neziri
Stipe Pletikosa
Mickaël Debève
Răzvan Raţ
Cyrille Magnier
Ahmed Sassi
Luis Satorra
Darijo Srna
Anatoliy Tymoshchuk
Saliou Ciss
Bryan Dabo
Brandão
Rio Mavuba
Gabriel Paulista
Hervé Bugnet
Stéphane Darbion
Atınç Nukan
Michaël Barreto
Jean-Matthieu Descamps
Antonio Caracciolo
Marco Crimi
Nicolas Godemèche
Zakarya Bergdich
Jérôme Lafourcade
Jonathan Delaplace
Cyril Ramond
Pablo
Elbasan Rashani
Heiko Butscher
Martin Albrechtsen
Martin Bergvold
David Sánchez
Léo Lacroix
Ivan Cavaleiro
João Mário
Bo Svensson
Vitor Hugo
Christoph Janker
Zan Benedicic
Miha Zajc
Ahmed Said
Jubal
Jimmy Algérino
Raphael Martinho
Olaf Marschall
Silvio Meißner
Jimmy Mainfroi
Nicolae Dică
Daniel Mesenhöler
Xizhe Zhang
Andoni Imaz
Hristo Yanev
Roberto Ríos
Jonas Kamper
Mattias Jonson
Niki Zimling
Thomas Kahlenberg
Alberto Gallinetta
Ander Garitano
Biko Bradnock-Brennan
Roman Pavlyuchenko
Pavel Pogrebnyak
Vicente Engonga
Yahya Al-Shehri
Dieylani Fall
Cala
Robert
Recio
Jonathan Sánchez
Igor Mitreski
Thomas Baelum
Patrick Collot
Ricardo Ferreira
Kasper Jensen
Frédéric Meyrieu
Xavier Dudoit
Michele Piccolo
Sylvain Ripoll
Christophe Deguerville
Gaël Hiroux
Stéphane Odet
Nikola Vukcevic
França
Fabien Garnier
Ferhan Hasani
Ferhat Cerci
Andy Barrowman
Marlon Ritter
Keiren Westwood
Liam Rosenior
Mark Yeates
Kim Madsen
Matt Derbyshire
Ignazio Cocchiere
Pasquale Padalino
Daniel Fonseca
Lukas Podolski
Riccardo Alderuccio
Luigi Garzya
Giovanni Lopez
Roberto Mafucci
Francesco Statuto
Giovanni Sulcis
Angelos Charisteas
Evangelos Nessos
Andreas Johansson
Gerhard Poschner
Fredrik Stenman
Samuel Jesus
Giannis Skopelitis
Artur Boruc
Besar Halimi
Manuel Prietl
Stanko Svitlica
Grzegorz Rasiak
Tommy Bechmann
Stanislav Angelov
Eric Oelschlägel
Cyrille Pouget
Niklas Bolten
Bilal Sezer
Terence Kongolo
Maurizio Ganz
Onur Bulut
Stéphane Dumont
Geoffrey Dernis
Sladjan Djukic
Anto Drobnjak
Nicolas Plestan
Koffi Fiawoo
Nono
Nicolás Karlamoff
Julien Vercauteren
Joe-Max Moore
Mancini
Florian Niederlechner
Gilles Grimandi
Viktor Onopko
Adrián Lois
Miso Brecko
Nicolás Blandi
Steven Schumacher
Antonio Pacheco
Leon Goretzka
Peter Skov-Jensen
Rene Bolf
Fabian Kalig
Damian Roßbach
Wesley Sonck
Roberto Romeo
Mihael Mikic
Vicente Gómez
Jonathan Viera
Davor Vugrinec
Benjamin Adrion
Carlos Arano
Andrea Ardito
Stefano Argilli
Simone Bonomi
Alessandro Cucciari
Daniele Delli Carri
Paolo Foglio
Fernando
Michele Mignani
Bartosz Karwan
Antonio Morello
Raffaele Rubino
Rodrigo Taddei
Bebé
Vincenzo Riccio
Krasimir Chomakov
Christoffer Andersson
Mikael Nilsson
Sebastian Griesbeck
Paulo Sousa
Lukas Fröde
Marcel Hilßner
Mikael Ishak
Tobias Mohr
Khaled Narey
Bartlomiej Pawlowski
Kingsley Schindler
Sergey Semak
Ezequiel Calvente
Andrey Arshavin
Dmitriy Bulykin
Aleksandr Kerzhakov
Imants Bleidelis
Domenico Bettini
René Rydlewicz
Johnson Soumahoro
Maris Verpakovskis
Charles
Ahmed Samir Farag
Ali Karimi
Hauke Wahl
Pascal Gourville
Raphaël Cacérès
Lukas Jarolim
Benjamin Corgnet
Mehdi Courgnaud
Dino Fava
Wesley Lautoa
Alex
Romain Métanire
Christian Ritter
Zaine Pierre
Konstantinos Chalkias
Edvin Murati
Todd Kane
Ronny Kockel
Antonis Natsouras
Danilo Soares
Renato
Lee Martin
Fernando
Pekka Lagerblom
Raúl Albiol
Dario Baccin
Fábio Bilica
Fabián Canobbio
Borja Criado
Sergio Korino
Saulo Decarli
Daniele Daino
Imanol Etxeberria
Jean Félix Dorothée
Mista
Loren
Jaime Gavilán
Stefano Lombardi
Jordi López
Xisco Muñoz
Antonio Núñez
Vicente Verdejo
Ricardo Oliveira
Mauro Silva
Kwasi Wriedt
Aristide Bancé
Rodrigo Costa
Álvaro
José Juan Figueras
Michael Sternkopf
Ángel López
Jorge Rodríguez
Simone Corazza
Matteo Grandi
Robinho
Dusko Djurisic
Markus Anfang
Michael Harriman
Fabian Pietler
Yannik Schulze
Alberto Malusci
Salvador Agra
Anton Vriesde
Varazdat Haroyan
Donovan Ricketts
Xisco Hernández
Laurent Guyot
Nicolas Sachy
Richard Kitzbichler
Tony Sorin
Abdelhafid Tasfaout
Alan Quinn
Grégory Lorenzi
Bruno Gama
Philippe Gaillot
Hernán Medina
Pascal Pierre
Édouard Thomas
Kasim Yildiz
Jiri Stajner
Omar Belbey
Bernard Maraval
Vânder
Pascal Villechalane
Assis
Benjamin Ajiboye
Riad Hammadou
Christophe Pignol
Danijel Popovic
Ousmane Soumah
Jean-Guy Wallemme
Karim El Hany
Steffen Handschuh
Jiri Jarosik
Michaël Natchimie
Bilel Mohsni
Matteo Rossi
Joakim Persson
Oliver Schröder
Uwe Möhrle
Iván Hurtado
Kevin Hansen
Luigi Giandomenico
Clint Mathis
Sebastián Battaglia
Grégoire Puel
Lucas Veronese
Alexander Meier
Felipe
Laurențiu Brănescu
Joe Walsh
Philip Albrecht
Marcelo Brozovic
Maxime Colin
Dan Nistor
Ioannis Gelios
Yannick Suzanne
Marco Thiede
Arif Ekin
Erik Thommy
Maik Uhde
Unai Albizua
Stefan Reisinger
Unai Bustinza
Javi Eraso
Gorka Magunazelaia
Álex Quintanilla
Álvaro Peña
Jonxa Vidal
Eder Vilarchao
Ricky Holmes
Xabi Prieto
Tyias Browning
Ben Heneghan
John Lundstram
Adam Thomas
Fabiano
Dave Kitson
Marco Friedl
Dyego Sousa
Ibrahim Sissoko
Garry O'Connor
Gledson
Nacho Franco
Borja Oubiña
Sidy Koné
Hrvoje Milicevic
Melli
Andreas Wolf
Fernando
Alejandro Lembo
Ismael López
Francisco Maldonado
Daniele Ferri
Thomas Hitzlsperger
Tom Ince
Vladlen Yurchenko
Mohamadou Idrissou
Quentin Beunardeau
Raphaël Calvet
Kévin Châtelain
Michael Hector
Jordan Ikoko
Mory Koné
Benjamin Mendy
Lenny Nangis
M'Baye Niang
Jeffrey Schlupp
Adrien Tamèze
Abdallah Yaisien
Kurt Zouma
Konstantinos Fortounis
Ibrahim Afellay
Marc Bertrán
Carlos García
Yussuf Poulsen
Moisés Hurtado
Dani Jarque
Toni Jiménez
Vladimir Coufal
Moreno Torricelli
Phil Bardsley
Zsolt Lőw
Carlos Alberto
Lukasz Teodorczyk
Patrice Loko
Yohann Rivière
Adrián Bastía
Remo Meyer
Ferrán Corominas
Doneil Henry
Héctor Simón
Luismi
Sebastian Stolze
Raúl Molina
Toni Velamazán
Igor Lolo
Pere Martí
César Arzo
Santi Cazorla
Dirk van der Ven
Xisco Nadal
Endika Bordas
Fredrik Ulvestad
Jonan García
Andoni Iraola
Daniele Giorico
Hendrik Hansen
Moritz Sprenger
Ager Aketxe
Sergio Mendigutxia
Romaric
Benjamin Lense
Toni González
Michael Kügler
Martín Ligüera
Raúl Martín
Matt Parsons
Francis Banecki
Carlos Bocanegra
Hervé Nzelo-Lembi
Fangzhuo Dong
Chris Cohen
Wayne Quinn
Elliott Ward
Anthony Vanden Borre
Lorenzo Lollo
Vincenzo Nitride
Stefano Procida
Flavio Visconti
Juan Fernández
Maximilian Wagener
Christian Schulz
Cyrus Christie
Gaël Bigirimana
Mario Eggimann
Tendayi Darikwa
Kieron Freeman
Jon Ander Garrido
Max Ehmer
Stuart Dallas
Sergio Postigo
Eneko Satrústegui
David Timor
Sergey Kornilenko
Oscar Hiljemark
Jordan Obita
Benoît Cauet
Daniel Yéboah
Eneko Eizmendi
Jon Errasti
Iñigo Martínez
Jonathan Nanizayamo
Dániel Tőzsér
Bruno Berner
Tom De Mul
Daniël de Ridder
Amro Tarek
Jesús Perera
Ricardo Kishna
Ronny Marcos
Thomas Vermaelen
Tyrone Berry
Robert Andrich
Brecht Dejaegere
Tom Soares
Dominic Blizzard
Aderllan Santos
Daniel Jara
Jason Brown
Ylli Sallahi
Darius Henderson
Maciej Murawski
Matt Jarvis
Dennis Srbeny
Jay DeMerit
Kerim Carolus
Will Hoskins
Arlind Ajeti
Jamie Mackie
David Martin
Roberto Inglese
Felipe Anderson
Raymond Kalla
Serge Gnabry
Dani Alves
Júlio Baptista
Patrick Pflücke
Germán Hornos
Alejandro Marañón
Josep Lluís Martí
Jesús Navas
Rúrik Gíslason
Adrien Trébel
Moritz Bauer
Robert Vagner
Alessandro Romeo
Andelko Savic
Esteban
César
Pablo Ceppelini
Federico Rodríguez
Tinga
Juan Calatayud
Álex Geijo
José Luque
Juan Rodríguez
Yoann Barbet
Christopher Lenz
Francesco Galuppini
Stéphane Noro
Ernesto Torregrossa
Juan
Amato Ciciretti
Jonathan Iglesias
Samuel Slovak
Eddie Johnson
Jörgen Pettersson
Markus Weissenberger
Thórdur Gudjónsson
Giancarlo Filippini
Yacouba Sylla
Pinda
Tom Barkhuizen
Andrea Tarozzi
José Ángel
Marcão
Jacopo Fiorucci
Pierluigi Orlandini
Bryan Rabello
Uros Spajic
Félix Benito
Kevin Akpoguma
Nicolas Bovi
Milos Jojic
Claudiu Răducanu
Marco Baldan
Simone Ganz
Leonardo Mancuso
Mesca
Mario Sampirisi
Manuel Torres
Ibrahima Cissé
Marco da Silva
Mohamed Elneny
Aniello Ambrosio
Petar Brlek
Ersan Tekkan
Josip Radosevic
Gaetano Letizia
Fabio Lucioni
Thibault Moulin
Antonio Colak
Joe Gyau
Manu Molina
Mirko Bigazzi
Noë Dussenne
Raif Husic
Richard Duffy
Antonio Balzano
Adam Dodd
Michele Menicozzo
David Limbersky
Bradley Orr
Mahamadou N'Diaye
Paul Smith
Marvin Schwäbe
Marc Oliver Kempf
Marc Stendera
Jannik Huth
Robin Zentner
Benno Schmitz
Leopold Zingerle
Matteo Bianchetti
Artur Wichniarek
Rade Prica
Filip Kostic
Gary Sundgren
Joshua Kimmich
Streli Mamba
Jon Stead
Baris Atik
Julian Günther-Schmidt
Tom Williams
Nicola Pozzi
Omri Afek
Franciel
Édgar Barreto
Julian Green
Anderson Silva
Raúl Martín
Ayoze Díaz
Jorge Casado
Cristian Álvarez
Josep Señé
David Coromina
Vivian
Jonathan Valle
Koke
Kamal Issah
Vladan Grujic
Martin Andresen
Ryan Babel
Dante
Franco Brienza
Paul Codrea
Francis Massampu
Seyi Olajengbesi
Patrice Grillon
Juanma Delgado
Thiago
Pascal Itter
Tobias Pachonik
Milivoje Novakovic
Florin Răducioiu
Jermaine Johnson
Sascha Kirschstein
Fouad Rachid
Djibril Sidibé
Marc Ziegler
David Gil
Javier Manquillo
Diego Caballo
Raúl de Tomás
Juan Cámara
Iker Hernández
Wagneau Eloi
Gonzalo Melero
Salva Ruiz
Álvaro Vadillo
Fede Vico
Stéphane Léoni
Matías Concha
Mohamadou Sissoko
Elie Kroupi
Essaïd Belkalem
Niklas Stark
Christian Kinkela
Irurzun
Federico Serra
Josef Martínez
Josh Roberts
Filip Malbasic
Jérémy Malherbe
Federico Magallanes
Cauly
Matteo Colombi
Federico Franchini
Gregorio Luperini
Riccardo Melgrati
Gaetano Monachello
Luca Piana
Antonio Rozzi
Daniele Rugani
Valerio Verre
Derek Niven
Patrick Falk
Davide Di Fabio
Alberto Paleari
Riccardo Piscitelli
Mame Thiam
Fabinho
Mattia Bedin
Casemiro
Daniel Bello
Luca Bittante
Daniele Cotrufo
Devid Cudicio
Simone Deana
Daniel Manca
Davide Marsura
Gianluca Migliorini
Cristiano Piccini
Vinicius
Simone Sbardella
Diego Figueredo
Rouwen Hennings
Rafa López
Roberto Losada
Dario Maltese
Fabian Lucassen
Umberto Nappello
Jonathan Martín
Giuseppe Prestia
Luigi Silvestri
Xavi Moré
Abel
Davide Adorni
Riccardo Anedda
Dimitri Bisoli
Michele Chelo
Catriel Orcellet
Riccardo Cocuzza
Cristiano Colla
Grégoire Defrel
Mirko Gori
Makris Petrozzi
Pablo Paz
Francesco Mannoni
Marco Piredda
Vincenzo De Sario
Antonino Di Leva
Giovanni Di Noia
Ernesto Dispoto
Matteo Boccaccini
Nicola Capellini
Riccardo Casini
Víctor Zapata
Gianluca Draghetti
Andrea Ingegneri
Jacopo Mantovani
Pietro Perina
Luca Veratti
